 Optimized Parameter
a1 = ,       0.480763
a2 = ,       0.190212
a3 = ,       0.049754
b1 = ,       0.470634
b2 = ,       0.098872
z1 = ,      62.049423
z2 = ,      18.133139
s1 = ,      13.415628
s2 = ,       0.975866
s3 = ,       2.358153
Er = ,       0.000099
=============================
Event Number,  1
NS = ,       1.000000

 No,rain(mm/h),q_obs(m3/s),q_cal(m3/s),t1(m3/s),t2(m3/s),t3(m3/s)
2100040101,   0.05490,   5.70352,   5.70669,   7.13084,   6.59225,   2.92814
2100040102,   0.05440,   7.24962,   7.24902,   3.80363,   8.98774,   3.71952
2100040103,   0.05380,   8.86869,   8.86647,   2.04199,   9.73504,   4.54945
2100040104,   0.05330,  10.39119,  10.38843,   1.10918,   9.66114,   5.33037
2100040105,   0.05280,  11.74347,  11.74070,   0.61511,   9.19872,   6.02423
2100040106,   0.05230,  12.90093,  12.89840,   0.35330,   8.57228,   6.61826
2100040107,   0.05190,  13.86339,  13.86120,   0.21450,   7.89657,   7.11228
2100040108,   0.05140,  14.64220,  14.64037,   0.14076,   7.22860,   7.51207
2100040109,   0.05100,  15.25355,  15.25207,   0.10151,   6.59522,   7.82594
2100040110,   0.05060,  15.71510,  15.71395,   0.08052,   6.00765,   8.06293
2100040111,   0.05020,  16.04428,  16.04342,   0.06920,   5.46910,   8.23199
2100040112,   0.04990,  16.25748,  16.25688,   0.06305,   4.97888,   8.34151
2100040113,   0.04950,  16.36977,  16.36939,   0.05958,   4.53434,   8.39925
2100040114,   0.04920,  16.39477,  16.39459,   0.05758,   4.13215,   8.41217
2100040115,   0.04890,  16.34470,  16.34469,   0.05637,   3.76876,   8.38657
2100040116,   0.04860,  16.23048,  16.23061,   0.05557,   3.44065,   8.32803
2100040117,   0.04830,  16.06177,  16.06203,   0.05498,   3.14452,   8.24153
2100040118,   0.04800,  15.84718,  15.84753,   0.05452,   2.87729,   8.13147
2100040119,   0.04770,  15.59428,  15.59471,   0.05411,   2.63616,   8.00175
2100040120,   0.04750,  15.30976,  15.31026,   0.05379,   2.41861,   7.85580
2100040121,   0.04720,  14.99953,  15.00008,   0.05346,   2.22231,   7.69664
2100040122,   0.04700,  14.66874,  14.66935,   0.05318,   2.04519,   7.52694
2100040123,   0.04680,  14.32195,  14.32259,   0.05293,   1.88538,   7.34902
2100040124,   0.04660,  13.96313,  13.96379,   0.05269,   1.74118,   7.16491
2100040201,   0.04640,  13.59571,  13.59639,   0.05245,   1.61105,   6.97640
2100040202,   0.04620,  13.22272,  13.22341,   0.05222,   1.49360,   6.78502
2100040203,   0.04600,  12.84675,  12.84745,   0.05200,   1.38758,   6.59211
2100040204,   0.04590,  12.47005,  12.47075,   0.05182,   1.29191,   6.39882
2100040205,   0.04570,  12.09455,  12.09524,   0.05163,   1.20554,   6.20615
2100040206,   0.04550,  11.72188,  11.72257,   0.05141,   1.12753,   6.01493
2100040207,   0.04530,  11.35343,  11.35412,   0.05120,   1.05707,   5.82587
2100040208,   0.04520,  10.99040,  10.99107,   0.05103,   0.99344,   5.63959
2100040209,   0.04500,  10.63374,  10.63440,   0.05083,   0.93594,   5.45658
2100040210,   0.04490,  10.28428,  10.28492,   0.05068,   0.88400,   5.27726
2100040211,   0.04480,   9.94267,   9.94330,   0.05054,   0.83709,   5.10197
2100040212,   0.04460,   9.60945,   9.61006,   0.05037,   0.79468,   4.93098
2100040213,   0.04450,   9.28502,   9.28561,   0.05022,   0.75634,   4.76451
2100040214,   0.04440,   8.96968,   8.97026,   0.05009,   0.72169,   4.60270
2100040215,   0.04430,   8.66368,   8.66423,   0.04997,   0.69036,   4.44567
2100040216,   0.04420,   8.36714,   8.36768,   0.04985,   0.66204,   4.29351
2100040217,   0.04410,   8.08015,   8.08067,   0.04973,   0.63643,   4.14625
2100040218,   0.04400,   7.80274,   7.80324,   0.04962,   0.61326,   4.00389
2100040219,   0.04390,   7.53487,   7.53535,   0.04951,   0.59228,   3.86644
2100040220,   0.04380,   7.27646,   7.27693,   0.04939,   0.57330,   3.73384
2100040221,   0.04370,   7.02742,   7.02787,   0.04928,   0.55609,   3.60604
2100040222,   0.04360,   6.78761,   6.78803,   0.04917,   0.54050,   3.48298
2100040223,   0.04350,   6.55685,   6.55725,   0.04906,   0.52636,   3.36457
2100040224,   0.04340,   6.33496,   6.33535,   0.04894,   0.51353,   3.25071
2100040301,   0.04340,   6.12176,   6.12213,   0.04888,   0.50192,   3.14131
2100040302,   0.04340,   5.91703,   5.91739,   0.04885,   0.49143,   3.03625
2100040303,   0.04330,   5.72056,   5.72090,   0.04878,   0.48192,   2.93543
2100040304,   0.04320,   5.53211,   5.53244,   0.04869,   0.47329,   2.83873
2100040305,   0.04310,   5.35143,   5.35175,   0.04859,   0.46542,   2.74602
2100040306,   0.04310,   5.17830,   5.17860,   0.04854,   0.45829,   2.65717
2100040307,   0.04300,   5.01246,   5.01275,   0.04846,   0.45180,   2.57207
2100040308,   0.04300,   4.85368,   4.85395,   0.04841,   0.44592,   2.49060
2100040309,   0.04290,   4.70171,   4.70197,   0.04834,   0.44055,   2.41261
2100040310,   0.04290,   4.55631,   4.55656,   0.04830,   0.43569,   2.33800
2100040311,   0.04280,   4.41724,   4.41748,   0.04822,   0.43125,   2.26664
2100040312,   0.04280,   4.28428,   4.28450,   0.04819,   0.42721,   2.19841
2100040313,   0.04600,   4.15746,   4.15767,   0.04986,   0.42492,   2.13333
2100040314,   0.05510,   4.03746,   4.03766,   0.05556,   0.42742,   2.07175
2100040315,   0.06320,   3.92508,   3.92527,   0.06287,   0.43553,   2.01408
2100040316,   0.06210,   3.82030,   3.82049,   0.06615,   0.44546,   1.96032
2100040317,   0.06100,   3.72275,   3.72293,   0.06731,   0.45535,   1.91026
2100040318,   0.06000,   3.63188,   3.63205,   0.06739,   0.46432,   1.86363
2100040319,   0.05900,   3.54709,   3.54725,   0.06691,   0.47202,   1.82012
2100040320,   0.05810,   3.46781,   3.46796,   0.06618,   0.47836,   1.77943
2100040321,   0.05730,   3.39350,   3.39365,   0.06536,   0.48343,   1.74130
2100040322,   0.05650,   3.32368,   3.32382,   0.06451,   0.48732,   1.70548
2100040323,   0.05570,   3.25791,   3.25804,   0.06364,   0.49012,   1.67172
2100040324,   0.05500,   3.19578,   3.19591,   0.06280,   0.49197,   1.63984
2100040401,   0.05520,   3.13703,   3.13715,   0.06247,   0.49337,   1.60969
2100040402,   0.05450,   3.08137,   3.08148,   0.06192,   0.49420,   1.58113
2100040403,   0.05380,   3.02852,   3.02863,   0.06126,   0.49441,   1.55401
2100040404,   0.05310,   2.97822,   2.97833,   0.06054,   0.49403,   1.52820
2100040405,   0.05250,   2.93025,   2.93034,   0.05984,   0.49312,   1.50358
2100040406,   0.05190,   2.88438,   2.88447,   0.05915,   0.49175,   1.48004
2100040407,   0.05140,   2.84044,   2.84053,   0.05852,   0.49002,   1.45749
2100040408,   0.05090,   2.79827,   2.79835,   0.05792,   0.48798,   1.43585
2100040409,   0.05040,   2.75773,   2.75781,   0.05734,   0.48567,   1.41505
2100040410,   0.04990,   2.71869,   2.71877,   0.05677,   0.48313,   1.39502
2100040411,   0.04950,   2.68105,   2.68112,   0.05626,   0.48043,   1.37570
2100040412,   0.04910,   2.64471,   2.64478,   0.05577,   0.47761,   1.35705
2100040413,   0.05040,   2.60972,   2.60979,   0.05620,   0.47542,   1.33910
2100040414,   0.05500,   2.57652,   2.57658,   0.05887,   0.47558,   1.32206
2100040415,   0.05750,   2.54543,   2.54549,   0.06160,   0.47791,   1.30611
2100040416,   0.05670,   2.51649,   2.51655,   0.06262,   0.48083,   1.29126
2100040417,   0.08410,   2.49197,   2.49202,   0.07767,   0.49551,   1.27867
2100040418,   0.05530,   2.47018,   2.47023,   0.07039,   0.50291,   1.26749
2100040419,   0.05460,   2.45013,   2.45018,   0.06617,   0.50620,   1.25720
2100040420,   0.05400,   2.43127,   2.43132,   0.06361,   0.50711,   1.24752
2100040421,   0.05340,   2.41324,   2.41329,   0.06194,   0.50660,   1.23827
2100040422,   0.05280,   2.39582,   2.39587,   0.06074,   0.50517,   1.22933
2100040423,   0.05230,   2.37886,   2.37890,   0.05984,   0.50317,   1.22063
2100040424,   0.05180,   2.36226,   2.36230,   0.05910,   0.50076,   1.21211
2100040501,   0.05180,   2.34598,   2.34601,   0.05871,   0.49828,   1.20375
2100040502,   0.05130,   2.32997,   2.33001,   0.05823,   0.49567,   1.19554
2100040503,   0.05080,   2.31420,   2.31424,   0.05772,   0.49291,   1.18745
2100040504,   0.05030,   2.29863,   2.29866,   0.05718,   0.48998,   1.17946
2100040505,   0.04990,   2.28321,   2.28324,   0.05669,   0.48695,   1.17154
2100040506,   0.04950,   2.26792,   2.26795,   0.05621,   0.48384,   1.16370
2100040507,   0.04910,   2.25275,   2.25278,   0.05575,   0.48066,   1.15592
2100040508,   0.04870,   2.23768,   2.23771,   0.05529,   0.47743,   1.14818
2100040509,   0.04840,   2.22271,   2.22273,   0.05489,   0.47421,   1.14050
2100040510,   0.04800,   2.20781,   2.20784,   0.05447,   0.47096,   1.13285
2100040511,   0.17450,   2.20393,   2.20395,   0.12121,   0.52150,   1.13086
2100040512,   0.61780,   2.25345,   2.25347,   0.39121,   0.78335,   1.15627
2100040513,   0.04710,   2.32254,   2.32256,   0.23202,   0.89178,   1.19172
2100040514,   0.04680,   2.39430,   2.39432,   0.14760,   0.92186,   1.22854
2100040515,   0.04660,   2.46070,   2.46073,   0.10280,   0.91308,   1.26262
2100040516,   0.04630,   2.51831,   2.51833,   0.07893,   0.88603,   1.29217
2100040517,   0.43340,   2.59940,   2.59943,   0.27121,   1.01571,   1.33378
2100040518,   0.25010,   2.70097,   2.70100,   0.27596,   1.13637,   1.38590
2100040519,   0.12310,   2.80905,   2.80908,   0.21125,   1.19326,   1.44136
2100040520,   0.04550,   2.90991,   2.90994,   0.13592,   1.18417,   1.49311
2100040521,   0.04530,   2.99757,   2.99760,   0.09593,   1.14394,   1.53809
2100040522,   0.04510,   3.07005,   3.07007,   0.07466,   1.09065,   1.57527
2100040523,   0.04490,   3.12731,   3.12733,   0.06329,   1.03352,   1.60465
2100040524,   0.04480,   3.17027,   3.17029,   0.05722,   0.97718,   1.62670
2100040601,   0.04500,   3.20027,   3.20029,   0.05411,   0.92391,   1.64209
2100040602,   0.04500,   3.21876,   3.21878,   0.05247,   0.87460,   1.65158
2100040603,   0.04500,   3.22715,   3.22718,   0.05160,   0.82946,   1.65588
2100040604,   0.04480,   3.22678,   3.22680,   0.05103,   0.78833,   1.65569
2100040605,   0.04460,   3.21882,   3.21884,   0.05062,   0.75094,   1.65161
2100040606,   0.04440,   3.20436,   3.20438,   0.05030,   0.71700,   1.64419
2100040607,   0.04420,   3.18436,   3.18438,   0.05003,   0.68618,   1.63393
2100040608,   0.04410,   3.15969,   3.15970,   0.04983,   0.65826,   1.62126
2100040609,   0.04390,   3.13109,   3.13110,   0.04962,   0.63292,   1.60659
2100040610,   0.04380,   3.09925,   3.09926,   0.04945,   0.60996,   1.59025
2100040611,   0.04370,   3.06476,   3.06477,   0.04931,   0.58916,   1.57255
2100040612,   0.04420,   3.02822,   3.02822,   0.04950,   0.57057,   1.55380
2100040613,   0.04430,   2.99011,   2.99012,   0.04966,   0.55394,   1.53425
2100040614,   0.04420,   2.95086,   2.95086,   0.04968,   0.53897,   1.51411
2100040615,   0.04410,   2.91081,   2.91082,   0.04965,   0.52546,   1.49356
2100040616,   0.04390,   2.87027,   2.87027,   0.04952,   0.51318,   1.47275
2100040617,   0.04370,   2.82946,   2.82946,   0.04935,   0.50197,   1.45181
2100040618,   0.04350,   2.78860,   2.78860,   0.04915,   0.49172,   1.43085
2100040619,   0.04340,   2.74787,   2.74787,   0.04899,   0.48235,   1.40995
2100040620,   0.04330,   2.70743,   2.70742,   0.04886,   0.47380,   1.38920
2100040621,   0.04320,   2.66741,   2.66741,   0.04873,   0.46600,   1.36867
2100040622,   0.04300,   2.62793,   2.62793,   0.04856,   0.45883,   1.34841
2100040623,   0.04300,   2.58908,   2.58908,   0.04847,   0.45229,   1.32847
2100040624,   0.04290,   2.55096,   2.55096,   0.04837,   0.44632,   1.30891
2100040701,   0.04280,   2.51362,   2.51362,   0.04826,   0.44086,   1.28975
2100040702,   0.04270,   2.47712,   2.47712,   0.04815,   0.43585,   1.27103
2100040703,   0.04270,   2.44151,   2.44151,   0.04809,   0.43129,   1.25275
2100040704,   0.04260,   2.40682,   2.40682,   0.04801,   0.42711,   1.23495
2100040705,   0.04250,   2.37308,   2.37308,   0.04791,   0.42326,   1.21764
2100040706,   0.04250,   2.34030,   2.34030,   0.04786,   0.41976,   1.20082
2100040707,   0.04240,   2.30850,   2.30850,   0.04778,   0.41654,   1.18451
2100040708,   0.04240,   2.27769,   2.27768,   0.04774,   0.41360,   1.16869
2100040709,   0.04230,   2.24786,   2.24785,   0.04766,   0.41089,   1.15339
2100040710,   0.04230,   2.21901,   2.21900,   0.04762,   0.40842,   1.13858
2100040711,   0.04230,   2.19114,   2.19113,   0.04760,   0.40618,   1.12428
2100040712,   0.04580,   2.16454,   2.16454,   0.04944,   0.40563,   1.11064
2100040713,   0.05630,   2.14023,   2.14023,   0.05598,   0.41037,   1.09816
2100040714,   0.05870,   2.11877,   2.11877,   0.06071,   0.41843,   1.08715
2100040715,   0.05730,   2.10014,   2.10013,   0.06247,   0.42711,   1.07759
2100040716,   0.05610,   2.08407,   2.08407,   0.06277,   0.43516,   1.06935
2100040717,   0.05500,   2.07021,   2.07021,   0.06234,   0.44208,   1.06224
2100040718,   0.05400,   2.05818,   2.05818,   0.06159,   0.44771,   1.05607
2100040719,   0.05300,   2.04763,   2.04763,   0.06066,   0.45204,   1.05065
2100040720,   0.05220,   2.03825,   2.03825,   0.05974,   0.45521,   1.04584
2100040721,   0.05140,   2.02977,   2.02977,   0.05884,   0.45734,   1.04149
2100040722,   0.05070,   2.02196,   2.02196,   0.05798,   0.45858,   1.03748
2100040723,   0.05010,   2.01465,   2.01464,   0.05722,   0.45908,   1.03373
2100040724,   0.04950,   2.00766,   2.00766,   0.05649,   0.45895,   1.03014
2100040801,   0.04940,   2.00094,   2.00093,   0.05606,   0.45848,   1.02669
2100040802,   0.04880,   1.99437,   1.99437,   0.05551,   0.45762,   1.02332
2100040803,   0.04830,   1.98788,   1.98788,   0.05495,   0.45640,   1.01999
2100040804,   0.04780,   1.98140,   1.98139,   0.05439,   0.45485,   1.01667
2100040805,   0.04740,   1.97487,   1.97487,   0.05389,   0.45305,   1.01332
2100040806,   0.04700,   1.96826,   1.96826,   0.05341,   0.45104,   1.00993
2100040807,   0.04660,   1.96154,   1.96154,   0.05294,   0.44886,   1.00648
2100040808,   0.04630,   1.95469,   1.95468,   0.05253,   0.44657,   1.00296
2100040809,   0.04600,   1.94769,   1.94769,   0.05216,   0.44420,   0.99937
2100040810,   0.04570,   1.94056,   1.94056,   0.05180,   0.44179,   0.99571
2100040811,   0.04540,   1.93328,   1.93327,   0.05146,   0.43933,   0.99198
2100040812,   0.04520,   1.92586,   1.92586,   0.05117,   0.43688,   0.98817
2100040813,   0.04490,   1.91832,   1.91832,   0.05085,   0.43443,   0.98430
2100040814,   0.04470,   1.91065,   1.91065,   0.05058,   0.43200,   0.98037
2100040815,   0.04450,   1.90289,   1.90289,   0.05033,   0.42962,   0.97638
2100040816,   0.04430,   1.89503,   1.89503,   0.05010,   0.42727,   0.97235
2100040817,   0.04410,   1.88710,   1.88710,   0.04986,   0.42498,   0.96828
2100040818,   0.04400,   1.87911,   1.87911,   0.04969,   0.42277,   0.96419
2100040819,   0.04380,   1.87109,   1.87109,   0.04949,   0.42062,   0.96007
2100040820,   0.04370,   1.86304,   1.86304,   0.04933,   0.41855,   0.95594
2100040821,   0.04360,   1.85500,   1.85499,   0.04919,   0.41658,   0.95181
2100040822,   0.04350,   1.84697,   1.84697,   0.04907,   0.41470,   0.94769
2100040823,   0.04330,   1.83897,   1.83897,   0.04890,   0.41288,   0.94359
2100040824,   0.04320,   1.83101,   1.83101,   0.04875,   0.41111,   0.93950
2100040901,   0.04320,   1.82311,   1.82311,   0.04868,   0.40946,   0.93545
2100040902,   0.04310,   1.81529,   1.81529,   0.04858,   0.40790,   0.93144
2100040903,   0.04300,   1.80755,   1.80755,   0.04848,   0.40641,   0.92747
2100040904,   0.04290,   1.79991,   1.79991,   0.04837,   0.40498,   0.92354
2100040905,   0.04280,   1.79237,   1.79237,   0.04826,   0.40361,   0.91968
2100040906,   0.04270,   1.78493,   1.78493,   0.04815,   0.40228,   0.91586
2100040907,   0.04270,   1.77762,   1.77761,   0.04809,   0.40104,   0.91211
2100040908,   0.04260,   1.77042,   1.77042,   0.04801,   0.39985,   0.90841
2100040909,   0.04260,   1.76336,   1.76336,   0.04797,   0.39875,   0.90479
2100040910,   0.04250,   1.75643,   1.75643,   0.04789,   0.39769,   0.90124
2100040911,   0.04250,   1.74965,   1.74965,   0.04785,   0.39670,   0.89776
2100040912,   0.04410,   1.74316,   1.74316,   0.04867,   0.39648,   0.89443
2100040913,   0.06480,   1.73881,   1.73881,   0.06007,   0.40540,   0.89219
2100040914,   0.09790,   1.74014,   1.74014,   0.08362,   0.43231,   0.89288
2100040915,   0.11680,   1.74999,   1.74999,   0.10610,   0.47457,   0.89793
2100040916,   0.11120,   1.76854,   1.76854,   0.11503,   0.51980,   0.90745
2100040917,   0.10610,   1.79479,   1.79479,   0.11706,   0.56219,   0.92092
2100040918,   0.10140,   1.82725,   1.82726,   0.11564,   0.59926,   0.93758
2100040919,   0.09700,   1.86439,   1.86439,   0.11257,   0.63019,   0.95663
2100040920,   0.09300,   1.90474,   1.90474,   0.10882,   0.65506,   0.97733
2100040921,   0.08940,   1.94699,   1.94700,   0.10493,   0.67436,   0.99902
2100040922,   0.08600,   1.99006,   1.99006,   0.10107,   0.68866,   1.02111
2100040923,   0.08280,   2.03298,   2.03299,   0.09734,   0.69855,   1.04314
2100040924,   0.08000,   2.07503,   2.07503,   0.09388,   0.70469,   1.06471
2100041001,   0.07940,   2.11575,   2.11576,   0.09173,   0.70851,   1.08561
2100041002,   0.07660,   2.15472,   2.15472,   0.08911,   0.70984,   1.10560
2100041003,   0.07410,   2.19155,   2.19156,   0.08640,   0.70887,   1.12450
2100041004,   0.07170,   2.22594,   2.22594,   0.08369,   0.70584,   1.14215
2100041005,   0.06950,   2.25763,   2.25764,   0.08109,   0.70102,   1.15841
2100041006,   0.06750,   2.28647,   2.28648,   0.07866,   0.69473,   1.17321
2100041007,   0.06570,   2.31236,   2.31236,   0.07642,   0.68726,   1.18649
2100041008,   0.06400,   2.33525,   2.33526,   0.07433,   0.67886,   1.19824
2100041009,   0.06240,   2.35515,   2.35515,   0.07238,   0.66973,   1.20845
2100041010,   0.06100,   2.37210,   2.37210,   0.07061,   0.66008,   1.21714
2100041011,   0.05960,   2.38616,   2.38617,   0.06893,   0.65004,   1.22436
2100041012,   0.05900,   2.39749,   2.39749,   0.06772,   0.64002,   1.23017
2100041013,   0.06660,   2.40697,   2.40698,   0.07110,   0.63371,   1.23504
2100041014,   0.07970,   2.41625,   2.41625,   0.07983,   0.63501,   1.23979
2100041015,   0.09850,   2.42767,   2.42767,   0.09440,   0.64786,   1.24566
2100041016,   0.11200,   2.44330,   2.44330,   0.10926,   0.67134,   1.25367
2100041017,   0.11420,   2.46391,   2.46392,   0.11829,   0.69973,   1.26425
2100041018,   0.11240,   2.48933,   2.48933,   0.12212,   0.72838,   1.27729
2100041019,   0.10910,   2.51877,   2.51878,   0.12240,   0.75443,   1.29240
2100041020,   0.10620,   2.55129,   2.55130,   0.12101,   0.77679,   1.30909
2100041021,   0.71720,   2.63882,   2.63883,   0.44372,   1.05547,   1.35400
2100041022,   0.78050,   2.80628,   2.80630,   0.64806,   1.47031,   1.43993
2100041023,   1.51240,   3.12205,   3.12207,   1.14368,   2.24119,   1.60196
2100041024,   3.34850,   3.76419,   3.76423,   2.37801,   3.92474,   1.93145
2100041101,   4.17170,   4.85994,   4.86000,   3.46719,   6.31444,   2.49370
2100041102,   3.25690,   6.35376,   6.35386,   3.55951,   8.54181,   3.26021
2100041103,   3.86780,   8.24169,   8.24183,   3.93177,  10.84720,   4.22894
2100041104,   2.67650,  10.38724,  10.38741,   3.49819,  12.57730,   5.32985
2100041105,   0.13200,  12.48619,  12.48640,   1.92170,  12.87333,   6.40685
2100041106,   0.12350,  14.39834,  14.39857,   1.08266,  12.46790,   7.38800
2100041107,   0.11590,  16.06817,  16.06841,   0.63448,  11.74349,   8.24481
2100041108,   0.10910,  17.48307,  17.48331,   0.39362,  10.89774,   8.97080
2100041109,   0.10290,  18.65143,  18.65167,   0.26284,  10.03084,   9.57029
2100041110,   0.09740,  19.59118,  19.59142,   0.19070,   9.19186,  10.05249
2100041111,   0.09240,  20.32392,  20.32414,   0.14986,   8.40311,  10.42845
2100041112,   0.08780,  20.87186,  20.87207,   0.12581,   7.67307,  10.70960
2100041113,   0.08380,  21.25645,  21.25665,   0.11096,   7.00332,  10.90693
2100041114,   0.08040,  21.49770,  21.49788,   0.10130,   6.39205,  11.03070
2100041115,   0.08630,  21.61470,  21.61486,   0.09931,   5.83962,  11.09073
2100041116,   0.08910,  21.62479,  21.62494,   0.09974,   5.34215,  11.09590
2100041117,   0.08490,  21.54297,  21.54310,   0.09774,   4.89227,  11.05391
2100041118,   0.08100,  21.38234,  21.38245,   0.09462,   4.48436,  10.97148
2100041119,   0.07760,  21.15445,  21.15454,   0.09117,   4.11403,  10.85454
2100041120,   0.07440,  20.86951,  20.86959,   0.08765,   3.77748,  10.70833
2100041121,   0.07160,  20.53658,  20.53665,   0.08430,   3.47153,  10.53749
2100041122,   0.06900,  20.16369,  20.16374,   0.08115,   3.19331,  10.34615
2100041123,   0.06660,  19.75792,  19.75796,   0.07821,   2.94025,  10.13794
2100041124,   0.06450,  19.32557,  19.32560,   0.07555,   2.71006,   9.91609
2100041201,   0.06180,  18.87213,  18.87214,   0.07271,   2.50037,   9.68342
2100041202,   0.06020,  18.40246,  18.40246,   0.07036,   2.30952,   9.44242
2100041203,   0.05870,  17.92089,  17.92088,   0.06832,   2.13590,   9.19532
2100041204,   0.05730,  17.43118,  17.43116,   0.06650,   1.97800,   8.94405
2100041205,   0.05610,  16.93667,  16.93664,   0.06490,   1.83443,   8.69030
2100041206,   0.05490,  16.44023,  16.44020,   0.06342,   1.70386,   8.43557
2100041207,   0.05390,  15.94437,  15.94433,   0.06210,   1.58515,   8.18114
2100041208,   0.05290,  15.45125,  15.45120,   0.06088,   1.47720,   7.92811
2100041209,   0.05210,  14.96272,  14.96266,   0.05981,   1.37906,   7.67744
2100041210,   0.05130,  14.48036,  14.48030,   0.05882,   1.28983,   7.42994
2100041211,   0.05050,  14.00551,  14.00545,   0.05787,   1.20866,   7.18629
2100041212,   0.04990,  13.53929,  13.53922,   0.05705,   1.13487,   6.94706
2100041213,   0.04930,  13.08263,  13.08256,   0.05630,   1.06776,   6.71275
2100041214,   0.04870,  12.63628,  12.63621,   0.05558,   1.00672,   6.48372
2100041215,   0.04820,  12.20087,  12.20079,   0.05494,   0.95120,   6.26031
2100041216,   0.04770,  11.77685,  11.77677,   0.05433,   0.90068,   6.04274
2100041217,   0.04720,  11.36458,  11.36450,   0.05375,   0.85469,   5.83120
2100041218,   0.04680,  10.96431,  10.96424,   0.05323,   0.81283,   5.62582
2100041219,   0.04640,  10.57622,  10.57614,   0.05274,   0.77472,   5.42669
2100041220,   0.04610,  10.20039,  10.20031,   0.05232,   0.74004,   5.23385
2100041221,   0.04580,   9.83684,   9.83677,   0.05194,   0.70848,   5.04731
2100041222,   0.04550,   9.48555,   9.48547,   0.05158,   0.67976,   4.86706
2100041223,   0.04520,   9.14642,   9.14634,   0.05123,   0.65359,   4.69305
2100041224,   0.04490,   8.81931,   8.81924,   0.05089,   0.62974,   4.52521
2100041301,   0.04470,   8.50407,   8.50399,   0.05060,   0.60802,   4.36345
2100041302,   0.04450,   8.20049,   8.20041,   0.05034,   0.58824,   4.20769
2100041303,   0.04430,   7.90835,   7.90828,   0.05010,   0.57021,   4.05779
2100041304,   0.04410,   7.62741,   7.62734,   0.04987,   0.55379,   3.91364
2100041305,   0.04390,   7.35740,   7.35733,   0.04964,   0.53880,   3.77509
2100041306,   0.04380,   7.09805,   7.09798,   0.04946,   0.52516,   3.64202
2100041307,   0.04360,   6.84908,   6.84901,   0.04926,   0.51270,   3.51427
2100041308,   0.04350,   6.61019,   6.61012,   0.04911,   0.50135,   3.39170
2100041309,   0.04340,   6.38108,   6.38101,   0.04897,   0.49101,   3.27414
2100041310,   0.04330,   6.16145,   6.16139,   0.04884,   0.48160,   3.16145
2100041311,   0.04310,   5.95101,   5.95094,   0.04867,   0.47297,   3.05347
2100041312,   0.04300,   5.74943,   5.74936,   0.04853,   0.46509,   2.95004
2100041313,   0.04290,   5.55641,   5.55635,   0.04840,   0.45788,   2.85100
2100041314,   0.04370,   5.37174,   5.37168,   0.04875,   0.45167,   2.75624
2100041315,   0.69110,   5.25093,   5.25088,   0.39165,   0.72078,   2.69426
2100041316,   0.06130,   5.16069,   5.16064,   0.23978,   0.84162,   2.64796
2100041317,   0.06940,   5.08467,   5.08462,   0.16367,   0.88953,   2.60895
2100041318,   0.06780,   5.01451,   5.01447,   0.12253,   0.89975,   2.57296
2100041319,   0.06520,   4.94595,   4.94591,   0.09938,   0.89040,   2.53778
2100041320,   0.06290,   4.87689,   4.87685,   0.08590,   0.87119,   2.50234
2100041321,   0.06090,   4.80642,   4.80638,   0.07771,   0.84731,   2.46618
2100041322,   0.05900,   4.73421,   4.73417,   0.07237,   0.82152,   2.42914
2100041323,   0.05740,   4.66027,   4.66024,   0.06870,   0.79533,   2.39120
2100041324,   0.05590,   4.58477,   4.58474,   0.06596,   0.76954,   2.35246
2100041401,   0.05530,   4.50802,   4.50799,   0.06419,   0.74488,   2.31308
2100041402,   0.05400,   4.43030,   4.43027,   0.06257,   0.72135,   2.27320
2100041403,   0.05280,   4.35190,   4.35188,   0.06107,   0.69896,   2.23298
2100041404,   0.05180,   4.27309,   4.27306,   0.05975,   0.67772,   2.19254
2100041405,   0.05080,   4.19411,   4.19408,   0.05852,   0.65760,   2.15201
2100041406,   0.05000,   4.11520,   4.11517,   0.05745,   0.63860,   2.11152
2100041407,   0.04920,   4.03657,   4.03655,   0.05646,   0.62069,   2.07118
2100041408,   0.04850,   3.95844,   3.95841,   0.05556,   0.60384,   2.03109
2100041409,   0.04790,   3.88097,   3.88095,   0.05477,   0.58801,   1.99134
2100041410,   0.05760,   3.80523,   3.80521,   0.05948,   0.57753,   1.95248
2100041411,   0.10350,   3.73570,   3.73568,   0.08628,   0.58955,   1.91680
2100041412,   0.54240,   3.71196,   3.71194,   0.33280,   0.79788,   1.90462
2100041413,   2.29800,   3.90007,   3.90006,   1.39266,   1.83472,   2.00115
2100041414,   1.41820,   4.28419,   4.28419,   1.48797,   2.84541,   2.19825
2100041415,   1.26660,   4.82941,   4.82942,   1.45818,   3.73230,   2.47801
2100041416,   1.25160,   5.50603,   5.50606,   1.43446,   4.51250,   2.82519
2100041417,   1.16440,   6.28228,   6.28233,   1.37575,   5.16852,   3.22351
2100041418,   0.31600,   7.06187,   7.06193,   0.89556,   5.37498,   3.62352
2100041419,   0.29380,   7.79718,   7.79725,   0.62960,   5.34795,   4.00082
2100041420,   0.27350,   8.46629,   8.46637,   0.47807,   5.20220,   4.34415
2100041421,   0.25500,   9.06078,   9.06086,   0.38806,   4.99875,   4.64919
2100041422,   0.23810,   9.57922,   9.57930,   0.33147,   4.77007,   4.91520
2100041423,   0.22260,  10.02378,  10.02386,   0.29331,   4.53343,   5.14331
2100041424,   0.20850,  10.39839,  10.39848,   0.26564,   4.29802,   5.33553
